Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0909719443,0.2143852503,1.3161646961,3.4489002319,6.3570635452,6.2515889455,8.2002164857,14.1242937853,17.8845374264,21.5421854743,25.1079642463,28.59,33.87,44.6,49,49,52.8766305868,56.8,60.68,64.5602097472,68.4404194934,
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.1902095348,0.9301858325,3.083749186,3.5200298499,4.0707289149,4.8636791788,6.1702685609,10.2261289281,19.242336421,20.7016478512,24.7334937811,28.9741127136,37,44.3,53.1,69,69,69.3,85.3,91.49,92.8848264535,94.291118155,
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0037032143,0.0263001616,0.0749527555,0.2216226492,0.4454446756,2.2376494727,2.6975802166,3.6137172914,4.538669029,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.009996781,45.8799942529,49.7645,54.08,55.7632,59.5039512853,
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0006725322,0.0134472379,0.0538174927,0.1481510423,0.2697529297,0.472963763,0.8127444507,1.018984614,1.977230109,2.9443677866,4.128271818,8.2988606155,12.8593889008,15.2266731977,18.0232774617,24.66,26.83,29,43,49,63.8,67.97,70.52,73.41,73.0914346179,
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0008833716,0.001625791,0.0117635728,0.0671764824,0.0628314595,0.2406724098,0.2927847188,0.3569184673,0.4308542434,0.5560411648,,2.1153871783,4.5,7.7,8,7,8.0238542769,9,10.6,18,20,
South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0001089026,0.0002134262,0.0010778242,0.0225490629,0.0409397917,0.0602485147,0.1174857706,0.2274072835,0.474534101,0.6613597113,1.4596423357,1.8312769232,2.1700637291,2.533991878,2.9715736869,3.9650988673,4.4089354384,5.1494677572,7.2057837912,9.3980966355,11.5208599388,13.7562134402,19.0832762245,23.2035725567,26.4777357009,
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0109561336,0.0267326514,0.0520990309,0.1014298927,0.4935853402,2.2106918091,4.6810531658,6.3847050196,8.0015828909,10.234532997,12.7050359883,19.4595543514,30,36,38,41,47.5,54,60.5,64.713657369,69.6162358014,73.7509036835,
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0.001231819,0.004805071,0.0087945808,0.0257850325,0.1401852245,0.4394776391,0.5384717032,0.7915616154,1.292040678,,8.66,,,16.7,17.46,21,22.7,24.64,26.6149285458,28,
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0006928482,0.0112382191,0.0273474415,0.0798713794,0.3110909524,0.4039674859,0.9837940588,1.0064545367,2.1014364299,4.3860239801,4.7866840831,5.6117386522,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,21.690264133,25.6647680414,
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1615044984,0.4713681555,0.7632781392,1.1852037973,2.8734187218,8.3499590295,13.471620415,19.5907671588,24.1554369312,36,41.6704251756,47,53.8379432882,62,61,59,69.9,69,69,71,71,72,80.90205685,79.0292358633,79.0129570026,81,
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0248719097,0.2686835848,0.3919232458,0.508292797,0.4945414982,0.4812968061,0.4685519636,0.5019198434,0.5556098819,0.6496726733,0.8443075728,1.6463479886,2,3,4,5,6,6.9974,8,9,10.0004649826,11.0009022712,
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0.0025061162,0.0049878347,0.0148050654,0.0484906556,0.1182542457,0.1602644455,0.1761989568,0.1901732817,0.2030076806,0.2153916103,0.2276694672,0.2398346985,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438,
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0863895807,0.2569606794,0.4252536723,0.8454287414,1.1773972691,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.3213877242,23.1093,24.7617121459,26.8026049601,28.9970730456,
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.3621327106,1.4280751862,1.4185484799,1.4085579412,42.8033157498,48.7994953056,50.3416690899,50.8348399447,50.0034530387,50.5663430421,50.2595641967,50.2086593636,50.3648221089,54.52,54.21,,49.6,,,,,,
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.0015095504,0.002948713,0.00716442,0.013910394,0.02,0.0790391787,0.1156142134,0.3761980025,1.0534547436,1.0773278391,1.1002163681,1.1222356216,1.1426873722,1.1606105425,,1.25,1.3767,1.5,1.63,1.76,1.88,
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.450364175,62.0750804639,65.3170254004,67.0568413717,
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0698402333,0.1309604623,0.2380245481,0.3653964342,0.5083016167,0.6491544744,0.8332901245,1.1131179749,1.5082064109,2.0393361097,2.6990994085,3.4180550397,3.8762895073,4.5986760672,6.9889446617,8.3869602318,10.2665755118,12.3309174379,14.6967583019,17.8930294598,19.9190255987,
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.829969245,4.51615373,5.5,6.679728051,
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0699210025,0.1311077474,0.2383121179,0.3661221773,0.5091434208,0.6504100999,0.8349108603,1.1147378028,1.5109190757,2.042099108,2.7030590387,3.4220015113,3.8804934176,4.5986760672,6.9925785069,8.3905424608,10.2702830779,12.334624118,14.7002405475,17.8964187188,19.9223630953,
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.7237733264,1.2577093579,2.2550731717,3.1813460847,5.0147111232,6.6932387323,8.9284199344,10.8486891767,12.6044338619,13.659203331,15.2720078099,17.2525912462,19.8689467747,22.2647064875,25.7245743108,29.9837640188,32.6752226607,36.8879296295,40.4347486126,43.783778539,46.314677492,
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.2958470471,0.3632031613,4.6385168164,6.3109178879,7.5806651689,10.161844307,13.3228526892,13.7594842159,14.1820197775,14.5904831987,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28,
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.1147207353,0.2263062965,1.0030869364,1.6701484356,1.8918713571,2.5064110523,3.0644483887,4.161568745,4.7198753953,6.0760478144,6.4030862876,9.4996269417,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.7638277825,45.4,
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.1278292322,0.3185097043,0.5232101634,0.7832901094,1.1733810136,2.6898097859,5.4377581391,9.4268032006,12.5283218485,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.4399971747,76.7099901181,77.8826,79.98,77.6347,80.4759,
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.4097923992,1.0715701718,2.8989856093,5.0722722715,7.5919230037,10.1046028487,12.6109384253,15.110259564,30.1759104701,27.8388854181,31.854793012,40.81,46.81,54.01,56.74,58,64,70,67.3399948092,68.3499745288,72.6756,71.59,73.0987,75.4985042611,
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5841920665,1.1605194531,1.497871352,1.7163641823,3.4128100965,5.0980242437,9.0435997597,23.7279475563,33.4675123251,41.4327831641,45.6876522122,51.7656649373,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.7699860554,93.1799880065,94.7836,92.52,90.6102,89.6509476102,
Swaziland,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.00103175,0.050399009,0.0885459864,0.0960996053,0.4707175996,0.9261917773,1.2815900505,1.8162038071,2.4370738506,3.2286850732,3.6969610729,3.6965387891,4.1,6.85,8.94,11.04,18.13,20.7817825773,24.7,26.17500573,25.64304231,28.5735227828,
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.6514742863,1.2829559305,2.5261775145,6.2290548032,7.3956291832,11.01510293,14.304170831,14.5925043169,24.272139225,25.4132681463,34.9519711707,38.38,40.44,,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.5147081471,
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326078138,0.0636872863,0.1242954622,0.1816985801,0.35375913,2.0931010186,3.3979726136,4.3215937779,5.6481060488,7.8325515689,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.9797972358,31.8696272689,
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0006581683,0.0042685045,0.0123217277,0.0357070763,0.0459341344,0.1660696647,0.3203085554,0.360920107,0.3992577001,0.5810457642,0.8472245207,1.19,1.5,1.7,1.9,2.1000000001,2.5,2.9,3.5,5,
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0011582639,0.0040176702,0.0130588936,0.0336517251,0.095417311,0.3277462569,0.8638987422,1.9186464985,2.8144486049,4.460944756,5.8348240988,6.9699364651,8.4193541833,10.2971960167,14.5601609235,19.5008006552,24.064680379,29.3201332504,32.7867706969,36.5105275849,39.6964037227,42.0464015787,45.2130809268,48.4161275155,
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0243180677,0.0765026086,0.1465072843,0.2996003657,0.5366898642,1.0216624337,1.5318392753,2.4981722142,3.6001351261,6.5951877657,9.1112551949,12.908350681,15.005064324,17.7903616912,23.0066727237,26.5929511752,30.3788392262,38.1035863818,42.5399234399,50.0897316408,53.7522295423,57.7917904433,60.8346414866,63.3745882772,
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109291385,0.2111394648,0.3055839352,0.5903632643,0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31,
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22334282658481E-05,0.000343725,0.0135809657,0.0386143207,0.0748253377,0.1154721363,0.3605221849,1.0912189853,2.4262424322,3.6890412794,5.556326121,7.5312503349,9.2990272381,10.6773033237,15.0260043589,17.1607147169,20.03,18.2,20.1,22.4,23.6699256187,26.46,28.94,34.89,39.3161267365,47.5049656216,
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.0327918578,0.0485995946,0.0512591325,0.055462827,0.0645837772,0.0774799071,0.2986900237,3.7724062067,7.197619518,8.78,10.07,11.55,13.03,14.51,16,17.49,18.9800000005,20.4700000001,
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.0450207703,0.1332821826,0.1752095177,0.3021320162,0.4251826319,0.7540539827,0.9972565585,1.3195731181,1.4063606881,1.75,1.95,3,5,7.1958,9.6,12.2,14.9967748204,17.9903244613,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0136635582,0.0299082482,0.0501608181,0.1111809742,0.3133097766,0.6138529363,1.2379172392,2.062210599,3.9069020666,5.6470431193,8.8874720131,11.3143152071,14.4432080582,16.6888336945,20.8956289679,23.9043189414,26.6769756759,31.275791326,34.9844533558,39.7128396195,43.4044968855,46.4334790891,48.9447625083,54.4373879684,57.0013987257,
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0.0990317678,0.5,1,1.5,2,3,4,7,11,17.5,23,25.24624959,
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.002879945,0.0133790337,0.02632826,0.0752411774,0.159506093,0.4177993138,0.8384227505,1.1353869842,2.8199255114,4.0602708304,7.5366570528,8.5361392195,9.8935863965,11.8381117637,14.9616993953,17.6121492866,20.5290038217,22.7970986346,26.0565215045,29.5945747817,34.5997764518,38.9046280583,42.8704415472,
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.12323112,0.1637934565,0.5108661224,0.7651343576,1.0179671197,2.4343980444,2.8253718391,2.9072973163,2.9858173675,3.9523738946,4.9077827619,5.8539440948,7.179865329,8.1107699438,10,16,25,30,32.75396061,35.95444145,38.65127243,39.95,
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0001089026,0.0002134262,0.0010778242,0.0225490629,0.0409397917,0.0602485147,0.1174857706,0.2274072835,0.474534101,0.6613597113,1.4596423357,1.8312769232,2.1700637291,2.533991878,2.9715736869,3.9650988673,4.4089354384,5.1494677572,7.2057837912,9.3980966355,11.5208599388,13.7562134402,19.0832762245,23.2035725567,26.4777357009,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0699210025,0.1311077474,0.2383121179,0.3661221773,0.5091434208,0.6504100999,0.8349108603,1.1147378028,1.5109190757,2.042099108,2.7030590387,3.4220015113,3.8804934176,4.5986760672,6.9925785069,8.3905424608,10.2702830779,12.334624118,14.7002405475,17.8964187188,19.9223630953,
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.1581498992,0.3930805249,1.1731746576,2.7248253387,5.8142509617,7.721411474,15.3846272189,21.9986754804,25.9717641092,27.0242700783,28.9767124327,30.0037485792,32.3,34.8,44.3,48.5,55.2,59.5162,63.8,65.1,69.1984706087,73.2969412185,
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0073795443,0.0111919543,0.0276153718,0.0436569745,0.1079409572,1.6024947638,2.750740293,4.2979660347,5.2528872955,6.4908457953,8.5288177516,9.6550865422,12.9864086534,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.5,49.6,
Turkey,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0084577316,0.0498691815,0.0816912053,0.1927249356,0.4736954321,0.6988051286,2.2921176854,3.7616850351,5.1894814608,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.0657104309,45.13,46.25,51.04,53.7449791424,58.3477340146,
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5.2416395849,,,,,,,10,15,20,25,30,35,37,39.2,42.7,46.0091515111,
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0016221545,0.007900283,0.0092441251,0.0751308885,0.1171944401,0.1713003507,0.2224844139,0.6769628565,0.877574971,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,10,13,
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0028634713,0.0046259481,0.010319341,0.0652894652,0.1055439403,0.1637140631,0.2379450872,0.384093505,0.4648498401,0.7199706799,1.7422055032,2.5293630383,3.6719653507,7.9,9.78,12.5,13.01354333,14.1,15.5,16.9,17.83485947,21.87617046,
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0007769703,0.0136412456,0.0430839845,0.0985803814,0.1988218849,0.301075792,0.4053854484,0.716183762,1.2387595475,1.8738851164,3.1481275882,3.4894778813,3.7497644147,4.5061245636,6.55,11,17.9,23.3,28.7082628401,35.27,40.954128997,46.2359754572,48.8846436813,52.481808289,
Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0089266139,0.0215135196,0.0528408096,0.1241464883,0.2584083959,0.6053137428,1.2408546609,2.4294035515,3.5026258797,5.8722037167,7.7825290378,9.7618456229,11.3698404024,13.8573268293,18.4986059436,23.25010563,28.2197578187,33.4745079186,37.7184641229,42.3664633977,45.7345338553,48.5631819638,52.1610297224,55.2278229482,
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0624743855,0.3101285824,1.8474720885,3.3632396681,6.9870693649,9.9727652846,10.539057748,11.1214376833,11.4194701967,15.937136716,17.0630983404,20.0881895579,29.4,34,39.3,41.8,46.4,51.4046610564,54.4537686807,57.69,61.46,64.6,66.4,
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7847285022,1.1631937263,1.7242025391,2.2716732938,4.8627806346,9.2370882973,16.4193529601,21.6164009687,30.0931965881,35.848724456,43.0791626375,49.0808315897,58.7854038837,61.6971171244,64.758256476,67.968052915,68.93119327,75,74,71,71.69,69.7294607619,74.7,71.4,73,74.5542024463,76.1767369828,
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0015270935,0.0042850742,0.0105369348,0.0207544371,0.0306883432,0.4843473077,0.5975679939,1.0819397425,1.9125951778,2.5937254208,3.3435098883,6.3883219671,7.4906046814,9.0801145235,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.7912869408,
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.1286346221,0.4832483174,0.9263719569,1.8539976825,2.7820022998,3.2450374106,5.0948097783,5.5495948796,6.4622741666,7.371165842,9.1982780823,12,16,21,31,33.7,36.7,40,43.5,47.4,51.77,55.574619423,
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.012082134,0.0415872335,0.0554869778,0.1222148481,0.24826058,0.3909593177,1.3839903909,2.8398257667,3.3595974645,4.6360009478,4.9104463272,7.4999634652,8.4044695924,12.5529979098,15.2247114772,20.83,25.88,32.7,37.37,40.22,49.050083073,54.9,57,61.8692480943,60,
British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,18.8857412653,,,,,,,36,37,37.4,37.6,,,,,
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.9406452827,2.8019576344,4.6471856644,6.9483689862,9.2452202211,11.0746059286,13.8150805419,18.3757660397,27.4944323774,27.4290729888,27.377008788,27.3443196733,27.3326105376,27.3393358364,27.3617774211,27.3965096847,31.22,35.6,40.5479,45.3,50.07,54.839137296,59.608315799,
Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0001348133,0.0039819623,0.0130785429,0.128926663,0.2542482758,1.2656512361,1.8549992359,3.7802808137,7.6424085284,12.7399292907,17.2545617187,20.755444768,23.92,26.55,30.65,35.07,36.8,38.5,41,43.5,46.5,
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0568456357,0.1395058146,0.2741859419,0.5383000484,2.1083368912,2.8305722388,3.5100387107,3.9032958454,4.7466026192,5.0823338077,5.8505850585,6.8,7.2691199234,7.5,8,9.2,10.598,11.3,18.8,22.3514045825,24,
World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049343085,,,0.2518469044,0.4470306856,0.7774424828,1.3259524775,2.0424390285,3.1415855472,4.638775971,6.7432301887,8.0770632926,10.5489331933,12.234763212,14.1273630394,15.7291032914,17.4925263246,20.4254798468,22.9505607104,25.356344821,28.7336041747,31.1254774817,34.1943242743,36.7260494914,39.7921478263,43.07955767,45.7845027927,
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.1745718625,0.2303590145,0.2853083327,0.5663925327,1.6899028306,2.2448326758,2.7996304488,3.0755294104,3.3525921125,4.4691738732,4.7499832354,5.0316153162,6,7,11,12.92249,15.3,21.2,25.4070097666,29.411730113,
Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0006210807,0.0150252954,0.0233232425,0.0566286752,0.0825003865,0.0908024587,0.5187960321,0.6047341004,0.8812229887,1.0485979342,1.247824049,5.01,6.89,9.96,12.35,14.905,17.4465,20,22.55,24.08540947,24.5792083636,
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0132835914,0.038869106,0.1137471838,0.246905533,0.6767401042,0.8418829312,1.6320937907,2.9062208668,4.1162495828,5.348559732,6.3466193184,6.7103224371,7.0076917261,8.4251186825,7.4885425299,7.6071396748,8.0653751736,8.43,10,24,33.97,41,46.5,49,51.9191157227,54,
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0067761053,0.008783623,0.009069176,0.0093296579,0.0302261825,0.1470531721,0.1910716425,0.2331295563,0.4777509069,0.9804830394,2.0135495322,2.8517522613,4.1599133939,4.87,5.55,6.31,10,11.5,13.4682,15.4,19,21,25.5065788476,
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0017392796,0.0076835399,0.0167904839,0.0330803267,0.0816484762,0.1616755276,0.4014335352,0.7998460456,1.1,1.8,2.1,2.4,2.4,3,3.5,4,6.4,8.4,12,15.5,16.3647399573,22.742818102,23.11998904,
